accession	domain	phylum	class	order	family	genus	species
GB_GCA_027068235.1	Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	QOAL01	JAADCZ01	JAADCZ01 sp027068235
RS_GCF_002356115.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Nitrosoglobus	Nitrosoglobus terrae
GB_GCA_015067315.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1668	UMGS1668 sp015067315
GB_GCA_030841185.1	Bacteria	Actinomycetota	Actinomycetes	JACCUZ01	JACCUZ01	JAVEDB01	JAVEDB01 sp030841185
GB_GCA_001304505.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SM23-62	LJUQ01	LJUQ01 sp001304505
GB_GCA_016194505.1	Bacteria	Bacteroidota_A	UBA10030	UBA10030	UBA10030	JACQBK01	JACQBK01 sp016194505
GB_GCA_024699575.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp024699575
GB_GCA_041671145.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	JAHJDW01	JAQUPB01	JAQUPB01 sp041671145
GB_GCA_030528155.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus sp030528155
GB_GCA_024691665.1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	UBA1188	UBA1188	UBA1188 sp024691665
GB_GCA_020631935.1	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA1020	JACKGP01	JACKGP01 sp020631935
GB_GCA_035630545.1	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiellasilicea	Gaiellasilicea sp035630545
RS_GCF_000470315.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	Psychromonas sp000470315
GB_GCA_028286565.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	Zambryskibacteraceae	JAIFWN01	JAIFWN01 sp028286565
GB_GCA_017450525.1	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	RGIG3456	RGIG3456 sp017450525
GB_GCA_934597465.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp934597465
GB_GCA_903854795.1	Bacteria	Patescibacteriota	Patescibacteriia	SBBC01	SBBC01	CAINXF01	CAINXF01 sp903854795
GB_GCA_027023145.1	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	S017-3	S017-3 sp027023145
GB_GCA_001772005.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01 sp001772005
GB_GCA_000405805.1	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	SCGC-AAA003-L08	SCGC-AAA003-L08	SCGC-AAA003-L08 sp000405805
GB_GCA_027490815.1	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	Planktophila	Planktophila sp027490815
GB_GCA_020635905.1	Bacteria	Bacteroidota	Bacteroidia	J057	JADKCL01	JACJYV01	JACJYV01 sp020635905
RS_GCF_016900875.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio ulleungensis
GB_GCA_012523055.1	Bacteria	Bacillota	Clostridia	DSM-8532	DSM-8532	JAAYJG01	JAAYJG01 sp012523055
RS_GCF_002778285.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans_A	Limnohabitans_A sp002778285
GB_GCA_003144015.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Xanthomarina	Xanthomarina sp003144015
GB_GCA_002435715.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum sp002435715
RS_GCF_017874575.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus colini
GB_GCA_947627655.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp947627655
GB_GCA_017482485.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium sp017482485
RS_GCF_002266855.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella aurantia
RS_GCF_900199455.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium carmichaelinearum
GB_GCA_016875475.1	Bacteria	Myxococcota	UBA9042	DTJE01	DTJE01	VGRB01	VGRB01 sp016875475
GB_GCA_028707175.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxyarcus	Sideroxyarcus sp028707175
RS_GCF_025352425.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp025352425
GB_GCA_017407305.1	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-314	RGIG2220	RGIG2220 sp017407305
GB_GCA_041168645.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp041168645
GB_GCA_031371635.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_O	Sphingomonas_O sp031371635
RS_GCF_036663775.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium sp036663775
GB_GCA_963678775.1	Bacteria	Bacteroidota_A	Kapaibacteriia	Kapaibacteriales	UBA2268	JBFHIJ01	JBFHIJ01 sp963678775
RS_GCF_008905045.1	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albicerus
GB_GCA_034677965.1	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA5619	UBA5619	UBA5619 sp034677965
GB_GCA_040797845.1	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_AW	Clostridium_AW sp040797845
GB_GCA_038133115.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	UBA3478 sp038133115
GB_GCA_035491155.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum sp035491155
GB_GCA_945861725.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Deianiraeaceae	CAJQOT01	CAJQOT01 sp945861725
GB_GCA_934233735.1	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238	CAG-238 sp934233735
GB_GCA_035285785.1	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	Cyanobium sp035285785
GB_GCA_034435555.1	Bacteria	Chloroflexota	Anaerolineae	B4-G1	SLSP01	DAOTXC01	DAOTXC01 sp034435555
GB_GCA_016124805.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	Parvibaculum sp016124805
GB_GCA_036390155.1	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp036390155
GB_GCA_030620515.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SZUA-534	JAUXEM01	JAUXEM01 sp030620515
GB_GCA_037147135.1	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CAIYQJ01	CAIYQJ01 sp037147135
GB_GCA_022760355.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JALEGB01	JALEGB01 sp022760355
GB_GCA_025462945.1	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	BOG-234	BOG-234 sp025462945
GB_GCA_001577345.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella acididurans
RS_GCF_037543845.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gymnodinialimonas	Gymnodinialimonas sp037543845
GB_GCA_934702115.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	UMGS1491 sp934702115
GB_GCA_958295825.1	Bacteria	Tectomicrobia	Entotheonellia	Entotheonellales	Entotheonellaceae	G958295825	G958295825 sp958295825
GB_GCA_947478685.1	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	2-12-FULL-49-11	VGMD01	VGMD01 sp947478685
GB_GCA_038205245.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	CAIKXV01	CAIKXV01	CAIKXV01 sp038205245
GB_GCA_035298905.1	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	DATGXB01	DATGXB01 sp035298905
GB_GCA_905182295.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-120531	MAG-120531 sp905182295
RS_GCF_003546865.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Suicoccus	Suicoccus acidiformans
GB_GCA_038110465.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marisimplicoccus	Marisimplicoccus sp038110465
GB_GCA_040266995.1	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA4312	UBA4312 sp040266995
GB_GCA_037143855.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	UBA695	UBA695 sp037143855
RS_GCF_014192575.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp014192575
RS_GCF_040678435.1	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp040678435
GB_GCA_946407375.1	Bacteria	Muiribacteriota	Ozemobacteria	Ozemobacterales	Ozemobacteraceae	RUG334	RUG334 sp946407375
GB_GCA_938041435.1	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp938041435
RS_GCF_014652475.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Vogesella	Vogesella alkaliphila
GB_GCA_949282215.1	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Scatousia	Scatousia sp949282215
GB_GCA_963664645.1	Bacteria	Chloroflexota	Dehalococcoidia	Bin125	Bin125	TK10-74A	TK10-74A sp963664645
GB_GCA_035655415.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp035655415
GB_GCA_035686185.1	Bacteria	Spirochaetota	Spirochaetia	SZUA-6	Fen-1364	Fen-1364	Fen-1364 sp035686185
GB_GCA_017624235.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	JAAYNV01	JAAYNV01 sp017624235
GB_GCA_937888935.1	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp937888935
GB_GCA_017555875.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1189	UBA1189 sp017555875
GB_GCA_023402355.1	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Beduinella	Beduinella sp023402355
GB_GCA_020632215.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	JAACPR01	JACKFZ01	JACKFZ01 sp020632215
GB_GCA_934177545.1	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp934177545
RS_GCF_003595525.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus respiraculi
GB_GCA_029213145.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula sp029213145
GB_GCA_003171255.1	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	Fen-1039	Fen-1039 sp003171255
GB_GCA_014804345.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	COE1	COE1 sp014804345
GB_GCA_021775455.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	JAALLB01	JAALLB01 sp021775455
GB_GCA_020637555.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pararhodobacter	Pararhodobacter sp020637555
GB_GCA_934644775.1	Bacteria	Vulcanimicrobiota	Xenobia	Xenobiales	Xenobiaceae	Bruticola	Bruticola sp934644775
GB_GCA_032378655.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Enterobacteriaceae_A	Arsenophonus	Arsenophonus melophagi
GB_GCA_003265685.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Piscinibacter	Piscinibacter caeni
GB_GCA_035524095.1	Bacteria	Desulfobacterota_B	Binatia	Binatales	Binataceae	DATJUF01	DATJUF01 sp035524095
GB_GCA_017481875.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	HGM04593	HGM04593 sp017481875
RS_GCF_005771425.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	Methylocystis sp005771425
GB_GCA_021647405.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CG1-02-35-72	CG1-02-35-72 sp021647405
GB_GCA_035503015.1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Bog-473	Bog-473 sp035503015
RS_GCF_040295685.1	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp040295685
GB_GCA_949285255.1	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Galligastranaerophilus	Galligastranaerophilus sp949285255
GB_GCA_023422955.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAEZLB01	JAEZLB01 sp023422955
GB_GCA_947463025.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	Ramlibacter sp947463025
GB_GCA_029245145.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA7805	UBA7805	UBA7805 sp029245145
GB_GCA_032250975.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	IDS-52	IDS-52 sp032250975
GB_GCA_035462545.1	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	VAYN01	VAYN01 sp035462545
GB_GCA_035535975.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	JAQBQB01	JAQBQB01 sp035535975
GB_GCA_030065655.1	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila_A	Desulfopila_A sp030065655
GB_GCA_029261775.1	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA6930	GCA-2687015	GCA-2687015 sp029261775
RS_GCF_900112065.1	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	Cohnella sp900112065
GB_GCA_038316145.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium_A	Aquabacterium_A sp038316145
GB_GCA_039195235.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp039195235
GB_GCA_027065045.1	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	FS08-3	FS08-3 sp027065045
GB_GCA_020848255.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JADIYW01	JADJSS01	JADJSS01 sp020848255
GB_GCA_013697275.1	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACCXC01	JACCXC01 sp013697275
GB_GCA_014654115.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp014654115
GB_GCA_937868485.1	Bacteria	Myxococcota	Polyangia	Palsa-1104	JAEUJZ01	JAEUKA01	JAEUKA01 sp937868485
GB_GCA_026390155.1	Bacteria	Caldisericota	Caldisericia	Cryosericales	Cryosericaceae	Cryosericum	Cryosericum sp026390155
GB_GCA_913020685.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp913020685
RS_GCF_034045115.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Telluria	Telluria sp034045115
RS_GCF_000211835.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hylemonella	Hylemonella gracilis
GB_GCA_028280385.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas sp028280385
GB_GCA_902592965.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902592965
GB_GCA_040389325.1	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	CAIJXB01	CAIJXB01 sp040389325
GB_GCA_037134475.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	UBA953	UBA953	UBA953 sp037134475
RS_GCF_964019625.1	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Spiroplasma_A	Spiroplasma_A sp964019625
GB_GCA_024690505.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp024690505
GB_GCA_945869245.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	Hydrogenophaga intermedia_B
GB_GCA_035702425.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	DASSQQ01	DASSQQ01 sp035702425
GB_GCA_021732605.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527 sp021732605
GB_GCA_021737525.1	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfothermaceae	JAIPDU01	JAIPDU01 sp021737525
GB_GCA_902514605.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902514605
RS_GCF_951230135.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp951230135
GB_GCA_947458625.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp947458625
GB_GCA_017452585.1	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp017452585
GB_GCA_034666145.1	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Labilithrix	Labilithrix sp034666145
GB_GCA_035999465.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	Blastococcus sp035999465
GB_GCA_902800045.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-15	Bact-19	Bact-19 sp902800045
GB_GCA_035310545.1	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	Palsa-739 sp035310545
GB_GCA_033720815.1	Bacteria	Pseudomonadota	Gammaproteobacteria	JAJUFS01	JAJUFS01	JAWWBS01	JAWWBS01 sp033720815
GB_GCA_030855125.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	JAKAEA01	JAIFWI01	JAIFWI01 sp030855125
GB_GCA_009695005.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	SIBU01	SIBU01	SIBU01 sp009695005
GB_GCA_040877375.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWPN01	QWPN01 sp040877375
GB_GCA_937958145.1	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	Desulfobacca sp937958145
GB_GCA_018268335.1	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	JAHBTB01	JAHBTB01 sp018268335
GB_GCA_022867105.1	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	RBG-16-66-30	JALHVH01	JALHVH01 sp022867105
GB_GCA_025458915.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	Hydrogenophaga sp025458915
GB_GCA_033851885.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	SCTD01	RYN-111	RYN-111 sp033851885
GB_GCA_021816665.1	Bacteria	Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_L	Alicyclobacillus_L sp021816665
GB_GCA_017936205.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp017936205
GB_GCA_036751905.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	T3Sed10-241	T3Sed10-241 sp036751905
GB_GCA_020429545.1	Bacteria	Patescibacteriota	Dojkabacteria	J137	J137	JAGQLF01	JAGQLF01 sp020429545
GB_GCA_027033775.1	Bacteria	Thermosulfidibacterota	Thermosulfidibacteria	Thermosulfidibacterales	Thermosulfidibacteraceae	JAADEW01	JAADEW01 sp027033775
GB_GCA_934552855.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UBA6857	UBA6857 sp934552855
RS_GCF_035294505.1	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas sp035294505
RS_GCF_030407765.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp030407765
GB_GCA_003353945.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	PIVM01	PIVM01	PIVM01 sp003353945
GB_GCA_035644495.1	Bacteria	Planctomycetota	MHYJ01	MHYJ01	JACPRB01	JACQFK01	JACQFK01 sp035644495
GB_GCA_002340325.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Glaciecola sp002340325
GB_GCA_023512145.1	Bacteria	Bacillota	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Neobacillus sp023512145
GB_GCA_017652125.1	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella sp017652125
RS_GCF_003933965.1	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003933965
GB_GCA_944386255.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	CALXAK01	CALXAK01 sp944386255
RS_GCF_011044255.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus	Rhizorhabdus phycosphaerae
GB_GCA_017479705.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	Colimorpha	Colimorpha sp017479705
RS_GCF_004339595.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Balneatricaceae	Marinobacterium_D	Marinobacterium_D mangrovicola
GB_GCA_943371675.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium pinensis_I
GB_GCA_028290695.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Enterovirga	Enterovirga sp028290695
GB_GCA_947084995.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus	Roseococcus sp947084995
GB_GCA_036556825.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	JAJKJG01	JAJKJG01 sp036556825
RS_GCF_004005855.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius	Rhodovarius crocodyli
GB_GCA_011046405.1	Bacteria	Chloroflexota	Anaerolineae	B4-G1	B4-G1	DSAR01	DSAR01 sp011046405
GB_GCA_035268645.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	Albimonas sp035268645
RS_GCF_900101095.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Actinopolyspora	Actinopolyspora mzabensis
RS_GCF_018128545.1	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Sinanaerobacter	Sinanaerobacter chloroacetimidivorans
GB_GCA_038327905.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	Methylotenera sp038327905
GB_GCA_016699575.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp016699575
GB_GCA_040264515.1	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	JBDQID01	JBDQID01	JBDQID01 sp040264515
GB_GCA_017439555.1	Bacteria	Bacillota	Clostridia	Oscillospirales	JAAYXM01	SIG480	SIG480 sp017439555
GB_GCA_002862755.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002862755
GB_GCA_947306605.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6382	UBA6382 sp947306605
GB_GCA_035574255.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JADJOM01	JADJOM01 sp035574255
GB_GCA_947488345.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureibaculum	Aureibaculum sp947488345
RS_GCF_021295315.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Motilimonas	Motilimonas cestriensis
GB_GCA_963666875.1	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	JAIOQZ01	G963662655	G963662655 sp963666875
RS_GCF_001463705.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas sp001463705
GB_GCA_903905585.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Ferrovaceae	CAIVHB01	CAIVHB01 sp903905585
GB_GCA_945787425.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Colicola	Colicola sp945787425
RS_GCF_947495145.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Arthrobacter_D	Arthrobacter_D sp947495145
GB_GCA_016765255.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Robiginitomaculum_A	Robiginitomaculum_A sp016765255
RS_GCF_019443445.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Telluria	Telluria sp019443445
