accession	domain	phylum	class	order	family	genus	species
RS_GCF_000016525.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella smithii
GB_GCA_002686525.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O2	MGIIb-O2 sp002686525
RS_GCF_000970205.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
GB_GCA_038880255.1	Archaea	Thermoplasmatota	Thermoplasmata	Aciduliprofundales	ARK-15	ARK-15	ARK-15 sp038880255
GB_GCA_033272285.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp033272285
GB_GCA_022117465.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus limneticus
RS_GCF_000016605.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
RS_GCF_900083515.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Cuniculiplasma	Cuniculiplasma divulgatum
RS_GCF_000012285.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius
RS_GCF_002114285.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum ezzemoulense
RS_GCF_000204415.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix soehngenii
GB_GCA_021809545.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAJYEA01	JAJYEA01 sp021809545
GB_GCA_023268715.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp023268715
GB_GCA_021816745.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Cuniculiplasma	Cuniculiplasma sp021816745
GB_GCA_023261845.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Terraquivivens	Terraquivivens tengchongensis
GB_GCA_030550455.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	DRZP01	DRZP01 sp030550455
GB_GCA_937934305.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	Caldarchaeum subterraneum_E
GB_GCA_023267855.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Geocrenenecus	Geocrenenecus dongiae
GB_GCA_013538805.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosocaldaceae	Nitrosocaldus	Nitrosocaldus schleperae
GB_GCA_038734825.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	GCA-001856825	GCA-001856825 sp038734825
GB_GCA_038843015.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	Zestosphaera	Zestosphaera sp038843015
GB_GCA_002498525.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp002498525
GB_GCA_018883755.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum faecipullorum
GB_GCA_023261815.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Wolframiiraptor	Wolframiiraptor sinensis
GB_GCA_038731975.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	JANXEW01	JANXEW01 sp038731975
GB_GCA_023254095.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Geocrenenecus	Geocrenenecus huangii
GB_GCA_038734615.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus sp038734615
GB_GCA_021851265.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	UBA183	UBA183 sp021851265
RS_GCF_019175345.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus shibatae
GB_GCA_021791335.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp021791335
GB_GCA_030549835.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	DSZV01	DSZV01 sp030549835
GB_GCA_038882935.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WYZ-LMO2	WYZ-LMO2 sp038882935
GB_GCA_028355015.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O2	MGIIb-O2 sp002494975
GB_GCA_002499445.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp002499445
GB_GCA_031200235.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA509	UBA509 sp002498845
RS_GCF_000204925.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera cuprina
RS_GCF_016806735.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	Micrarchaeum_A	Micrarchaeum_A acidiphilum_A
GB_GCA_002505185.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Ferroplasma	Ferroplasma sp002505185
RS_GCF_002945325.1	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
RS_GCF_023617305.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella smithii_A
GB_GCA_038889075.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignisphaeraceae	Ignisphaera	Ignisphaera sp038889075
GB_GCA_025923455.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp025923455
GB_GCA_001421175.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	RumEn-M2	RumEn-M2 sp001421175
GB_GCA_002498385.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_C	Methanobacterium_C sp002498385
GB_GCA_900314635.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp900314635
GB_GCA_041634015.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	JBFJMG01	JBFJMG01 sp041634015
GB_GCA_038734945.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Fervidicoccaceae	ARK-14	ARK-14 sp038734945
GB_GCA_003162175.1	Archaea	Halobacteriota	Bog-38	Bog-38	Bog-38	Bog-38	Bog-38 sp003162175
GB_GCA_029775955.1	Archaea	Thermoproteota	Nitrososphaeria	Conexivisphaerales	UBA164	UBA164	UBA164 sp029775955
GB_GCA_038821645.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignisphaeraceae	Ignisphaera	Ignisphaera sp038821645
GB_GCA_038845865.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	UBA285	UBA285 sp038845865
GB_GCA_021845575.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZVQ01	JAJZVQ01 sp021845575
GB_GCA_030550235.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	HRBIN02	HRBIN02 sp030550235
GB_GCA_002494495.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_A	Methanobacterium_A sp002494495
GB_GCA_038832545.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp038832545
GB_GCA_013390905.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp013390905
GB_GCA_038844925.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	DTCV01	DTCV01 sp038844925
GB_GCA_038888615.1	Archaea	Korarchaeota	Korarchaeia	Korarchaeales	Korarchaeaceae	Korarchaeum	Korarchaeum sp038888615
GB_GCA_002498365.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	VadinCA11	VadinCA11 sp002498365
RS_GCF_008124605.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum
RS_GCF_900314695.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp900314695
RS_GCF_000025685.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax volcanii
GB_GCA_021820245.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAJZOT01	JAJZOT01 sp021820245
RS_GCF_002508705.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp002508705
RS_GCF_000022485.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus islandicus
GB_GCA_013538675.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosocaldaceae	Nitrosocaldus	Nitrosocaldus tengchongensis
RS_GCF_000446015.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum adornatum
GB_GCA_006954405.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanarcanum	Methanarcanum hacksteinii
GB_GCA_018396935.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	DSZD01	DSZD01 sp018396935
GB_GCA_021826685.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp021826685
GB_GCA_021822165.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAKARM01	JAKARM01 sp021822165
GB_GCA_029887785.1	Archaea	Thermoproteota	Methanomethylicia	Nezhaarchaeales	WYZ-LMO8	WYZ-LMO8	WYZ-LMO8 sp029887785
GB_GCA_038827615.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	Thermosphaera	Thermosphaera sp038827615
GB_GCA_019721075.1	Archaea	Thermoplasmatota	Thermoplasmata	Sysuiplasmatales	Sysuiplasmataceae	Sysuiplasma	Sysuiplasma jiujiangense
GB_GCA_002495685.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	UBA412	UBA412 sp002495685
GB_GCA_038741495.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum_C	Thermofilum_C sp038741495
GB_GCA_001602645.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	Methanocrinis sp001602645
GB_GCA_038823915.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	JAWBBY01	JAWBBY01 sp038823915
GB_GCA_021801785.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJYXL01	JAJYXL01 sp021801785
RS_GCF_002078355.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Ferroplasma	Ferroplasma acidiphilum
GB_GCA_021792395.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAMCYW01	JAMCYW01 sp021792395
GB_GCA_021852265.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	JAJYZA01	JAJYZA01 sp021852265
GB_GCA_029887765.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	Methanomethylicaceae	JANXER01	JANXER01 sp029887765
GB_GCA_006954465.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola hominis
GB_GCA_021831005.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	GCA-001856825	GCA-001856825 sp021831005
GB_GCA_001587595.1	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	Methanofastidiosum sp001587595
GB_GCA_019721035.1	Archaea	Thermoplasmatota	Thermoplasmata	Sysuiplasmatales	Sysuiplasmataceae	Sysuiplasma	Sysuiplasma acidicola
GB_GCA_021827865.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	UBA183	UBA183 sp021827865
GB_GCA_003139855.1	Archaea	Halobacteriota	Bog-38	Bog-38	Bog-38	Bog-38	Bog-38 sp003139855
GB_GCA_021802055.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAKAFX01	JAKAFX01 sp021802055
GB_GCA_023489435.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAJZOM01	JAJZOM01 sp023489435
GB_GCA_017601145.1	Archaea	Thermoproteota	EX4484-205	EX4484-205	JAAOZO01	JAAOZO01	JAAOZO01 sp017601145
RS_GCF_000300255.2	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus alvi
GB_GCA_001717015.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	Methanomethylicaceae	Methanosuratincola	Methanosuratincola petrocarbonis
GB_GCA_040776445.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	SD8	SD8 sp018432765
GB_GCA_943789275.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp002506275
GB_GCA_038824665.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	JAWAWX01	JAWAWX01 sp038824665
GB_GCA_038873795.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAVZDR01	JAVZDR01 sp038873795
RS_GCF_000012545.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae
RS_GCF_000969885.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila
GB_GCA_024720975.1	Archaea	Asgardarchaeota	Njordarchaeia	Njordarchaeales	Panguiarchaeaceae	Panguiarchaeum	Panguiarchaeum symbiosum
GB_GCA_023380435.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	JAMCRB01	JAMCRB01 sp023380435
GB_GCA_003193925.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum betae
GB_GCA_000389735.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Acd1	Acd1 sp000389735
GB_GCA_964227855.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2	MGIIa-L2 sp964227855
GB_GCA_038878295.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAVZDR01	JAVZDR01 sp038878295
GB_GCA_021797575.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAMCYB01	JAMCYB01 sp021797575
GB_GCA_038727515.1	Archaea	Thermoproteota	Methanomethylicia	Culexarchaeales	Culexarchaeaceae	Culexarchaeum	Culexarchaeum sp038727515
GB_GCA_001509375.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	Methanocrinis harundinacea_D
GB_GCA_030550615.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	UBA285	UBA285 sp030550615
GB_GCA_038734275.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WYZ-LMO2	WYZ-LMO2 sp038734275
RS_GCF_000812185.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus brevis
GB_GCA_022837745.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp022837745
RS_GCF_029848115.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum
GB_GCA_029776125.1	Archaea	Thermoproteota	Nitrososphaeria	JACIWG01	JACIWG01	JACIWG01	JACIWG01 sp029776125
GB_GCA_030168595.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus sp001481295
GB_GCA_021801905.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZAB01	JAJZAB01 sp021801905
GB_GCA_038858525.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Freyrarchaeaceae	DTBI01	DTBI01 sp019057715
GB_GCA_017994915.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp001896715
GB_GCA_021821445.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	Mancarchaeum	Mancarchaeum sp021821445
GB_GCA_038879595.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	JANXDZ01	JANXDZ01 sp038879595
RS_GCF_002287215.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum parvum
GB_GCA_002069705.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	MWBV01	MWBV01 sp002069705
GB_GCA_000496135.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	GCA-000496135	GCA-000496135 sp000496135
GB_GCA_029887795.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	Methanomethylicaceae	WYZ-LMO10	WYZ-LMO10 sp029887795
GB_GCA_029219465.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp900769095
GB_GCA_038845265.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	CALIKS01	CALIKS01 sp038845265
GB_GCA_002506485.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp002506485
RS_GCF_902771225.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp900319535
GB_GCA_021812105.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAKATY01	JAKATY01 sp021812105
GB_GCA_001856825.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	GCA-001856825	GCA-001856825 sp001856825
GB_GCA_038897715.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	JAWAVV01	JAWAVV01 sp038897715
GB_GCA_021797915.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	GCA-001856825	GCA-001856825 sp021797915
GB_GCA_014523495.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp014523495
GB_GCA_021802505.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum sp021802505
GB_GCA_015658585.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp015658585
GB_GCA_018396995.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp018396995
GB_GCA_021817165.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum sp021817165
GB_GCA_018654845.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O2	MGIIb-O2 sp002499785
RS_GCF_001402945.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Acidiplasma	Acidiplasma aeolicum
GB_GCA_000246735.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp000246735
GB_GCA_013306035.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	UBA57	UBA57 sp002494565
GB_GCA_002503285.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O3	MGIIb-O3 sp002503285
GB_GCA_013538715.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosocaldaceae	Nitrosothermus	Nitrosothermus koennekei
GB_GCA_018396815.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	DTDX01	DTDX01	DTDX01 sp018396815
GB_GCA_021827995.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAKATK01	JAKATK01 sp021827995
GB_GCA_030059665.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	Calditenuis	Calditenuis fumarioli
GB_GCA_021804095.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJZIZ01	JAJZIZ01 sp021804095
GB_GCA_038882715.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp038882715
GB_GCA_002504525.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	DTU008	DTU008 sp002504525
GB_GCA_002505405.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia alphae
GB_GCA_021816895.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAKAWW01	JAKAWW01 sp021816895
RS_GCF_000008645.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter thermautotrophicus
GB_GCA_013390765.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp013390765
GB_GCA_021798195.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAJZYH01	JAJZYH01 sp021798195
RS_GCF_900079115.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus solfataricus
RS_GCF_000016385.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum arsenaticum
GB_GCA_038824035.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	UBA285	UBA285 sp038824035
GB_GCA_038874075.1	Archaea	Nanobdellota	Nanobdellia	Jingweiarchaeales	Jingweiarchaeaceae	Jingweiarchaeum	Jingweiarchaeum tengchongense
GB_GCA_017601225.1	Archaea	Thermoproteota	EX4484-205	EX4484-205	JAAOZP01	JAAOZP01	JAAOZP01 sp017601225
GB_GCA_002503205.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA447	UBA447 sp002503205
GB_GCA_021785735.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAKAFX01	JAKAFX01 sp021785735
GB_GCA_002503845.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	UBA12382	UBA12382	UBA12382 sp002503845
RS_GCF_000223905.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica
GB_GCA_021810345.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	JAMCRB01	JAMCRB01 sp021810345
GB_GCA_038740895.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	Caldarchaeum sp038740895
GB_GCA_023487205.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAMDBT01	JAMDBT01 sp023487205
GB_GCA_023379385.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	JAMCUS01	JAMCUS01	JAMCUS01 sp023379385
GB_GCA_025920425.1	Archaea	Nanobdellota	Nanobdellia	JAPDLS01	Haiyanarchaeaceae	Haiyanarchaeum	Haiyanarchaeum thermophilum
GB_GCA_021827405.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAKATE01	JAKATE01 sp021827405
GB_GCA_038881635.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	AG1	WYEN01	WYEN01 sp038881635
GB_GCA_003702465.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp003702465
GB_GCA_021828195.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp021828195
GB_GCA_021816885.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJYXL01	JAJYXL01 sp021816885
GB_GCA_014523595.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp014523595
GB_GCA_001628485.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	UBA36	UBA36 sp001628485
GB_GCA_900620265.3	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp900620265
GB_GCA_018647405.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp018647405
GB_GCA_017387505.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum sp017387505
GB_GCA_030550155.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	HRBIN02	HRBIN02 sp030550155
GB_GCA_021818925.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJYVH01	JAJYVH01 sp021818925
GB_GCA_002412085.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum acidophilus
GB_GCA_002499585.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1	MGIIb-N1 sp002499585
